"","score","review","writer","time"
"540","10","3편의 결말이 완벽했다고 생각했는데... 진짜 끝나야하는건 '앤디와 장난감'의 이야기가 아닌 '우디와 장난감'의 이야기였다. So long, woody!  ","200214(zero****)","2019.06.21 06:26"
"541","10","진짜 최고의 결말이었슴다ㅠㅠ 토이3 도좋지만 토이4는 꼭 보세요 ...ㅠ  ","hjg(gurw****)","2019.06.21 03:58"
"542","10","진짜 역대급이네요...마무리도 너무 깔끔하고 재밌고 좋았어요ㅠㅠ  ","뇽(codo****)","2019.06.21 03:03"
"543","10","엔딩에서 웃껴서 죽는줄알았습니다.  ","진아리(jina****)","2019.06.21 02:24"
"544","10","2010년 20살때 토이스토리3 보고 후속편이 나온다길래9년을 기다렸는데 드디어 나왔네요 .20대가 가기 전에 나와서 고맙네요.  ","staa****","2019.06.21 01:44"
"545","10","나를 행복하게 해준 네가 이제 행복하길  ","피카손(ej13****)","2019.06.21 01:02"
"546","10","내가 이래서 디즈니 픽사를 좋아하지! 꼭 삶에 지칠때로 지친 우리 어른들한테 들려주고 싶은 얘기를 쟤네들이 대신 해주잖아ㅜ 시리즈중 가장 주제의식이 좋았어! 우디야 잘한거야 잘했어!ㅎㅎ  ","hdr3****","2019.06.21 00:37"
"547","10","언제나 실망시키지 않은 토이스토리 영원하라~~  ","타이거즈(hide****)","2019.06.21 00:33"
"548","10","잘 가 ! 파트너 To infinity and beyond!  ","oran****","2019.06.21 00:17"
"549","10","토이스토리 덕후로써 눈물 훌쩍났다 그냥 유 갓어 프렌드 앤 미~~~ 이거 나오면 일단 입은 존나 웃고있는데 눈에서는 눈물난다ㅠㅠ 토이스토리5 도 만들어주세여 제발  ","1001(tige****)","2019.06.20 22:38"
"550","10","내 친구 우디,,ㅠㅠ안녕(고3인데 봄,,ㅎㅎ  ","챔(wabc****)","2019.06.20 21:07"
"551","10","우디의 성장기. 무한한 공간으로 걸어나가는 성장담.  ","심안(ybkl****)","2019.06.20 20:22"
"552","10","ㅠㅠ..우디야 안녕. 앤디의 토이들이면서 나의 토이들이였던..  ","JEE(supr****)","2019.06.20 20:16"
"553","10","이제는 진짜 마지막! 우디야 이제 너의 인생을 즐겨줘!  ","맥보이(aaac****)","2019.06.20 20:15"
"554","10","저는 영화 보는 내내 눈물만 흘리다 왔네요 진짜 최고에요 토이스토리 1,2,3,4 편 다 소장하고 싶을 정도로.. 제 오래된 추억들과 몽글몽글함을 다 꺼내주는 것 같아요 시리즈가 끝난다는게 너무 가슴 아프고...  ","조서현(cass****)","2019.06.20 19:58"
"555","10","사랑해 토이스토리4 흥해라♡  ","ttkd****","2019.06.20 19:47"
"556","10","토이스토리와 같이 자란 세대라서 그런가 막판에 눈물 날거 같지 슬프더라.. 무한한 공간 저 너머로~ㅠ  ","winter7845(kkkk****)","2019.06.20 19:40"
"557","10","하,, 우디는 시리즈 전부 다 안쓰러워ㅠㅠ 오늘 집에 있는 우디랑 같이 자야겠다.  ","호나(bigi****)","2019.06.20 18:13"
"558","10","관람객왔으니 이제 보내줘야지...장난감들로 이렇게 슬픈영화를 만든곳은 처음이다.  ","초신성(rete****)","2019.06.20 18:12"
"559","10","마지막에 펑펑 울었다고마웠어ㅠㅠ  ","오예어예(yoon****)","2019.06.20 17:50"
"560","10","3편까지 토이스토리가 보여준 장난감들의 'To infinity' 이야기. 그리고 4편에서 보여준 'And Beyond'  ","luck****","2019.06.20 15:45"
"561","10","극장 모두가 한 마음 한뜻으로 관람했을듯,,ㅠㅠ 애틋하다  ","석다영(sdy2****)","2019.06.20 12:28"
"562","10","진짜 우디랑 버즈랑 헤어질 줄은 몰랐는데... 확실히 이 영화의 주인공은 우디라는 걸 각인시켜줌ㅠㅠ 잘살아 우디....  ","가나(eric****)","2019.07.04 00:52"
"563","10","관람객후... 나의 어릴적 추억의 우디가 이제 자신만의 삶을 살아갈 날이 오네  ","박지산(powi****)","2019.07.04 00:29"
"564","10","앤디가 자랐듯이 우디도 자랐다.  ","한빛(lucy****)","2019.07.04 00:20"
"565","10","기대안했는데 너어어무 재밌다  ","lively(woal****)","2019.07.02 00:27"
"566","10","영화를 보기전에 옛정으로 볼라고 했다좋게 끝난걸 왜 또 불러내냐 했지만, 내 생각이 틀렸다 디즈니 가 또 해냈다. 3편과 다른 여운이 남은 기분이었다  ","영민(wlsd****)","2019.07.01 21:00"
"567","10","평생 아이의 행복만을 최고로 알고 우직하게 어쩌면 고지식하게 살아왔던 우디가 처음으로 자신의 삶을 위한 첫발을 조심스레 내딛었다는 점이 마음을 크게 움직였습니다. 마치 우리 부모님들이 자식만 바라보다가 자신의 삶을 찾아가는 것을 보는것 같았아요  ","wclh****","2019.06.26 22:40"
"568","10","앤디는 남자고 보니는 여자다.여자아이가 우디에 관심을 안갖는건 맞는 설정 같은데.왠오지랖들이 이렇게.많아 ..내용은 무조건 10점 ! 토이스토리니까  ","spad****","2019.06.24 19:49"
"569","10","아들이랑 토이스토리를 보는 날이 올 줄이야.우디랑 버즈가 헤어지다니… 친구들과 헤어지다니…보니를 원망하고 속으로 욕했음. 눈물 줄줄… TV로 1,2,3를 본 아들도 충격 먹음. 앤디가 그리워요. 앤디가 결혼하고 아이낳으면 다시 만나길… 제발  ","hoin****","2019.06.23 22:08"
"570","10","토이스토리 보면서 로다주 아이언맨이 생각난다. 아낌없이 다퍼주는 우디..너란 인형..소리박스도, 주인에게 아낌없이 다 퍼준 사랑 훔처간 포키에게도.주인에게 다시 돌려주는 우디.3000만큼 사랑해 우디야 행복해라! 카붐 보이스 키아누리브스 오빠랍니다ㄷㄷ  ","치킨스웨그(sang****)","2019.06.23 19:11"
"571","10","낡은 골동품에 미련이 남는다면 그때는 고개를 조금만 더 들어보자. 아름다운 샹들리에와도 같은 인생이 그대를 기다리고 있을테니까.  ","IWOMW(dise****)","2019.06.23 15:38"
"572","10","관람객의외의 결말인데 그래도 알찬 구성에 재미있네요!  ","swela(swel****)","2019.06.23 14:28"
"573","10","1,2,3편에 단편까지 다시 복습하고 간 결과 4편이 제일 좋았음. 단편에 나오는 캐릭터가 4편에 나오니 다 보고가면 더 꿀잼.  ","재(jin5****)","2019.06.23 08:35"
"574","10","최고ㅠㅠ...마지막에 또 눈물이...  ","푸히힝(chuk****)","2019.06.22 21:55"
"575","10","4보면 1,2,3 다 보고싶어짐  ","jinsworld(codu****)","2019.06.22 21:54"
"576","10","픽사...돈에 미쳐도 좋으니 5편 제발...  ","여니(hsy2****)","2019.06.22 17:25"
"577","10","마음이 찡했다~우디~~  ","akqk****","2019.06.22 16:53"
"578","10","믿고보는 토이.스토리  ","엄격진지근엄(pkm3****)","2019.06.22 16:21"
"579","10","관람객토이스토리 우디를 어릴적에 본 이후로 10년만에 극장에서 만났는데 처음에는 반가운 마음으로 보다가 마지막 순간에는 가슴 한자락이 뭉클했다 10년이란 시간이 길면서도 참 짧은 시간같은데 나 뿐만 아니라 우디도 세월의 시간을 겪은것 같아서 어딘가 뭉클하다  ","설야(enyh****)","2019.06.22 16:14"
"580","10","강추....재밌어요~~동심으로 돌아갑니다  ","양치후먹은귤(ffro****)","2019.06.22 16:08"
"581","10","토이스토리는 언제나 최고  ","힝힝(ssmi****)","2019.06.22 16:04"
"582","10","명작의 멋진 마무리. 최고였어요^^  ","사랑의종(elli****)","2019.06.22 16:01"
"583","10","관람객보통 3가 깔끔하게 끝났는데 4가 나오면 망하는 경우가 허다함. 캐리비안해적이나 트랜스포머처럼 근데 토이스토리 4는 재밌고 유쾌했다!  5 나옵시다!  ","Kain(bjy1****)","2019.06.22 16:00"
"584","10","너무 슬프지만 아름답게 각자의 길로...  ","김재구(net0****)","2019.06.22 15:59"
"585","10","우디야 잘가라. 영화를 이렇게 잘 만들어줘서 고맙다. 인디아나존스 같은 어드벤쳐 느낌  ","spik****","2019.06.22 15:59"
"586","10","손수건 꼭 가지고 가시오  ","냐하(time****)","2019.06.22 08:46"
"587","10","내 청소년기를 함께보낸 영화이상의 영화!!!  ","jmh5****","2019.06.22 03:57"
"588","10","그래... 넌 누구에게나 사랑 받을 수 있는 인형이란다. 3편 마무리가 너무 역대급이였는데 이걸 살리넹..  ","마크로마(aqsd****)","2019.06.22 03:08"
"589","10","3는 펑펑 울게 만드는 신파였다면4는..가슴 저 밑바닥부터 먹먹하게  만드는 무언가가 슬프지만도 기쁘지만도 않은 그런눈물이 먹먹하게 자꾸 흐릅니다. 어른만 알수있는 이 만감..진정 어른을 위한 영화예요.행복하면서 재밌고 먹먹합니다.  ","nanj****","2019.06.22 02:45"
"590","10","5탄 나와줄꺼죠...? 우디는 어딜가도 잘할거야 ㅠㅠㅠ  ","121(woor****)","2019.06.21 03:23"
"591","10","마지막 우디와 버즈가 서로 번갈아가며 대사 치는 장면은 최고였다... 말로는 표현 못할 그 긴 세월 동안의 우정과 ‘우리 괜찮을거야’ 말해주는 것 같은 눈빛은 토이스토리와 함께 커온 팬들에게 눈물과 감동을 주기에 충분했었다.  ","푸딩(hsms****)","2019.06.20 23:56"
"592","10","삶의이유를 찾는것을 두려워하지마  ","최고명작주먹왕랄프(dltk****)","2019.06.20 23:19"
"593","10","개비가 새주인 꼬마 찾아서 떠날 때에 울컥..ㅠㅠㅠ  ","굴소년(sorr****)","2019.06.20 17:41"
"594","10","오늘 정규직 면접에서 떨어졌습니다ㅠㅠ 쓸모없는 사람이라 생각들어 울었습니다 기분풀고자 관람했는데 .. 보다가 울컥했네요 사람은 노력하고 포기하지않는 이상 다 갈길이 있는거라고 다 쓸모있게 태어난거라고 ..보면서 울었어요 감사합니다  ","서뽀잉(zmzm****)","2019.06.24 23:26"
"595","10","관람객평생을 주인을 위해 헌신하며 살다 심장 같은 소리상자까지 희생 시키며 마지막까지 의무를 다 하고 결국엔 자신의 삶을 찾아 사랑하는 여인과 떠나는 모습 내가 사랑하는 우디의 마지막으로 이보다 더 축복해줄 수 있는 결말은 없을 것 같다  ","쿠루르우앙(djxm****)","2019.06.23 16:01"
"596","10","토이스토리의 처음과 끝은 누가 뭐래도 우디였다.  ","Hyemichuu(jhm1****)","2019.06.21 17:59"
"597","10","토이토리 시리즈 거의 안봤어도 이해하면서 잘 볼 수 있나요? 있으면 추천 없으먼 비추천 좀요ㅠ  ","봄(1joh****)","2019.06.21 11:27"
"598","10","관람객개비개비가 넘 사랑스러웠다♡  ","김서현(seoh****)","2019.06.20 14:36"
"599","10","영화가 시사하는 의미가 너무 큼..단순히 인형의 모험이야기 그이상의 감정이다..  ","맹구vs콥퀴(stra****)","2019.07.08 16:55"
"600","10","관람객굳굳굳 아주 재미있었습니다!!!  ","rhkd****","2019.07.08 15:44"
"601","10","관람객보니는 여자아이고 여자인형을 더좋아할수 있고 둘다 카우보이라서 제시에 더 손이갔겠지 그나이 아이들이 장난감을 선물로준다는데 거절할애가 있을까? 보니는 앤디가 아꼇다고 나도 아껴야지 라고 깊이 생각할수 있는 나이가 아니다 그런건 어른이나 가능하지  ","비비(ehfo****)","2019.07.08 12:13"
"602","10","앤디 사랑해♥♥♥♥ 우디 주인은 ㄹㅇ 앤디밖에 없었다  ","황지희(jeeh****)","2019.07.08 10:23"
"603","10","카붐이 존윅이라니!!!!난 왜 이제 안거냐~  ","refl****","2019.07.08 09:56"
"604","10","내 최애 영화ㅠㅠ 어린시절을함께했는데 결말 너무좋다 잘살아 우디!  ","잭과콩나무(nari****)","2019.07.08 09:40"
"605","10","관람객소리상자를 내어줄땐...ㅜ 눈물쥬륵...잘 만들었어요..귣귣  ","로즈블룸(dest****)","2019.07.08 09:13"
"606","10","우디가 위험에 처하면 버즈가, 버즈가 위험에 처하면 우디가.. 둘이 파트너라 행복했는데 마지막에 안으면서 헤어질땐 진짜 말로표현 못하게 찡하더라..  ","가쯔(jjh9****)","2019.07.08 07:59"
"607","10","마지막에 왠지 눈물이 났어요ㅜ ㅜ  ","두르키(jjdr****)","2019.07.08 07:12"
"608","10","토이 스토리 시리즈는 감히 인생작이라고 할 수 있을만한 작품인 것 같아요  ","가인(qwe2****)","2019.07.08 03:59"
"609","10","관람객ㅠㅠㅠ보니한테 안길때 얼굴 비비적 댄 우디 너무 안쓰러우면서 귀여웠다ㅠㅠㅠ  ","been(habe****)","2019.07.08 03:30"
"610","10","우디가 행복하다면 그걸로 됐어ㅠㅠㅠ  ","henr****","2019.07.08 01:43"
"611","10","관람객앤디 보핍 피규어 사러갑니다  ","myho****","2019.07.08 01:43"
"612","10","관람객넘 재밌어요~ 최고!!!  ","pink****","2019.07.08 01:32"
"613","10","장난감은 그렇게 하나씩 졸업하는건가  ","쿠티(soor****)","2019.07.08 01:06"
"614","10","관람객넘넘감동이에요!! ㅠㅠ  ","맛좋은귤(shee****)","2019.07.08 00:21"
"615","10","내 인생 최고의 순간중 하나는 너희를 만난거야... 그동안 고마웠고 모두들 행복해라... 다시 만나는 날이 온다면 난 그날을 기다릴꺼고 기쁜 마음으로 너희를 맞이 할께...  ","하느(tkdd****)","2019.07.08 00:07"
"616","10","관람객애니를 다 떠나 웃음짓게 만드는 영화  ","sowjdrhf(leer****)","2019.07.07 23:36"
"617","10","관람객1편부터 4편까지 우디의 힘들었던 여정의 마무리!  ","정재호(jeon****)","2019.07.07 23:33"
"618","10","웃음이랑 갬동 둘다 잡았음! 아 초반에 공포까지 ㅎㅅㅎ  ","mrle****","2019.07.07 23:26"
"619","10","보니의 행동이 딱 아이들 행동이지 뭐.  ","9093(yth1****)","2019.07.07 23:10"
"620","10","관람객어렸을적의 추억의 토이스토리를 딸 과함께 보고왔어요~~ 아이는 아이대로 장난감이 살아움직인다는것에 놀라고 저는 저대로 장난감의 의리파 정석? 적인보안관 우디가 무한한세계 저너머로 떠나는게 너무멋졌어요  ","kkom****","2019.07.07 22:58"
"621","10","장난감에 대해 수없이 변덕을 부리는게 애들이니까 보니가 그러는게 이해가 갔어요. 전편과 연계성이 없는 부분이 분명있지만 4편은 그 자체로 충분히 재밌었어요. 그리고 살다보면 삶의 방향이나 가치관이 조금씩 변하기에.. 우디의 선택을 이해해요.  ","byuk****","2019.07.07 22:53"
"622","10","시작부터 끝나는 순간까지 나는 왜 울고만 있는 걸까 ㅠ_ㅠ  ","별사탕(bbob****)","2019.07.07 22:52"
"623","10","여주 너무 이뻐요 왠지 슬퍼요 엑스맨도 어벤져스도 토이스토리도 시대가 저무네요..ㅜㅜ  ","메롱(rere****)","2019.07.07 22:07"
"624","10","내가 모솔이라 그런건지는 잘 모르겠지만 우디가 보핍을 다시 만난게 잊혀지지 않음  ","이성재(dltj****)","2019.07.07 22:07"
"625","10","관람객포키는귀여워요장쓰레기  ","사랑우정의리돈(dydr****)","2019.07.07 22:06"
"626","10","넌 나의 친구야~ 영원한 친구야~  ","외롭고웃긴(iira****)","2019.07.07 21:54"
"627","10","관람객토이스토리!! 이번이 마지막 스토리는 아니겠죠? ㅜ  ","다뀨(rlaa****)","2019.07.07 21:41"
"628","10","애들 보여주러 갔다가 아빠가 감동받고 온 영화!  ","joya(bara****)","2019.07.07 21:38"
"629","10","관람객우디야 보핍을 보니에게 데려가지그랬어 아쉬워 토스토리5안하는거아니야~~~우디야~~~  ","winn****","2019.07.07 21:23"
"630","10","관람객우디의 새로운 삶...ㅠㅠ 더 행복해지길  ","sun듄(sun_****)","2019.07.07 20:44"
"631","10","첫시작부터 펑펑 울었어요. 토이스토리 팬들에게는 뜻깊은 영화가 될거에요.  ","0416(ilul****)","2019.07.07 20:43"
"632","10","관람객재밌게 잘 봤습니다 ^^  ","태검아트(geom****)","2019.07.07 20:39"
"633","10","5편에서는 행복한 우디의 모습을 볼수있기를  ","록잉(smar****)","2019.07.07 20:28"
"634","10","개비개비싸가지 없어 우디꺼 뺏어감 ㅠㅠ  ","rlat****","2019.07.07 19:49"
"635","10","관람객추억을 생각나게합니다  ","blos(bloc****)","2019.07.07 19:41"
"636","10","ㅜㅜ웃다가 울었어요 좀 부끄러워서 몰래 눈물 닦음  ","낭만시(skda****)","2019.07.07 19:38"
"637","10","우디너무 불쌍함 ㅠㅠ 결말도 아쉽고ㅠㅠ 그래도 꿀잼!!  ","유원주(dnjs****)","2019.07.07 19:15"
"638","10","원래아이들은어른들이보기에쓰레기같은것도새로운것은뭐든장난감이됨 아이들의눈높이로보면포키만찾는게당연 어쨌든유치원첫날자기의친구가되었으니깐^^ 마지막에우디랑버즈장면에서눈물이줄줄ㅠ버즈도그세월만큼 우디를잘알기때문에 멋지게보내준듯  ","쥬쥬마미(won8****)","2019.07.07 19:05"
"639","10","관람객졸잼졸재에에에 영원한 파트너  ","gust****","2019.07.07 18:51"
"640","10","29년인생에최고의애니메이션  ","llsscc(225c****)","2019.07.07 18:35"
"641","10","관람객우디는 왜 마지막에 그런 결정을 내렸을까  ","박제홍(neve****)","2019.07.07 18:34"
"642","10","은정아 축하한다. 토이스토리 시즌5 인생 되찾자  ","김은정(8641****)","2019.07.07 18:34"
"643","10","헐 결말 충격적 그렇게 헤어지다니 심지어 한시대의 종말보는기분 끝을 본다는건 넘 맘아파  ","ccos****","2019.07.07 18:26"
"644","10","관람객어릴때 장난감과 같이 놀다가 토이스토리를 보고 받은 인상이 이렇게나 중요한가요? 제 주변 꼬맹이들은 관람내내 재미없다고 투덜댔지만 저 혼자 끅끅대고 울면서 봤습니다 왜 우냐 주책이야  ","dd(jjh1****)","2019.07.07 13:11"
"645","10","첫 장면에도 울컥하고 마지막 장면에도 울컥...ㅠ 토이스토리5에서는...꼭 앤디와 우디는 만나길....ㅠ  ","조현주(annd****)","2019.07.07 12:51"
"646","10","이제는 떠나보내야할 내 과거와 안녕하는 가장 세련된 방식  ","DJ(data****)","2019.07.07 12:01"
"647","10","관람객마지막편이아니길..  ","꾸락이(xink****)","2019.07.03 20:26"
"648","10","결말이 너무 좋아요 잘됐다요  ","jh(kaka****)","2019.07.03 19:56"
"649","10","관람객아이와 어른들이 함께 공감할 수 있고 더 나은 나를 위한  선택이란 무엇일까를 생각해보는 성장드라마 같은 영화  ","fairyland(top3****)","2019.07.03 17:51"
"650","10","관람객우디의 예상외 선택! 인간의 인생을 보는거같아요~ 무엇이든 정답은없어요 자신이 선택하는길이 정답인것을!!  ","El(daae****)","2019.07.03 17:26"
"651","10","관람객너무 재미있게 잘봤어요 어른이봐도 잼나요  ","ding****","2019.07.03 17:25"
"652","10","또 봐도 될 정도로 감동과  유머 다 잡았다.  ","ㅎㅈ(khj9****)","2019.07.03 17:21"
"653","10","재밌게 봤습니다. 언제나 픽사는 따뜻해서 좋습니다.  ","M상원(dlat****)","2019.07.03 15:47"
"654","10","관람객스토리가 너무 좋았다. 누군가의 장난감이 아닌 자신의 삶을 사는 엔딩이 전편보다 더 발전한 결말이라는 생각이 든다 감동ㅠㅠ 다시 또 볼거다  ","Vivi(yeop****)","2019.07.03 14:26"
"655","10","관람객“To infinity”“And beyond”  ","임고양(sy21****)","2019.07.03 14:18"
"656","10","3편이 이별했지만 가까운곳에 있어서 언제든 볼수있는 느낌이었다면 4편은 우디와 영영 이별하는거같아서 더 눈물이 많이났다  ","야니스 아데토쿤보(rgr7****)","2019.07.03 14:09"
"657","10","관람객어떨때는 이런식의 엔딩이 좋은듯싶습니다 ㅎㅎㅎ 어쉬움도있지만 띵작!!  ","츤태(xogh****)","2019.07.03 13:41"
"658","10","관람객어른들도 웃게 만드는 최고의 걸작! 쌍둥이 둘과 함께 저도 신나게 보고 왔네요~최고  ","toug****","2019.07.03 09:51"
"659","10","관람객우디 꽃길만 걷자ㅜㅜ 엉엉  ","이승규(ange****)","2019.07.03 09:40"
"660","10","3편을 너무 재미있게 봐서 솔직히 이만큼 하겠나 하고 봤는데 충분했다. 충분히 만족스러웠다. 이 영화는 단순히 아이들이 보는 애니가 아니다. 어른들이 봐도 절대 유치하지 않은 많은 이야기를 담고 있는 영화다.  ","개포리공주(ppys****)","2019.07.03 08:51"
"661","10","관람객재밌어요.아이랑 같이 보는거 추천요^^  ","샤인하루(jhkt****)","2019.07.03 08:00"
"662","10","관람객역시 토이스토리 ㅜㅜ 믿고 보네용  ","뚱돼지(rudw****)","2019.07.03 07:29"
"663","10","관람객토이스토리3에서 어떻게 이어갈까 싶었는데 예상외로 좋았습니다~아이들에거 즐거움과 희망을 주는것이 전부였던 장난감들에게 새로운 삶에 대한 희망이 있음을 알게  해주면서 뭔가 수고했어~라고 생각들게 만드는 작품입니다~  ","서현법률사무소(zirr****)","2019.07.03 06:54"
"664","10","나도,..진짜 행복한건지 되돌아본다..  ","차차맘(ninr****)","2019.07.03 04:08"
"665","10","1,2,3 안본 사람도 재밌게 봤어요  ","닭알(eggh****)","2019.07.03 02:44"
"666","10","3편에서 마무리할줄 알았는데 정말 완벽한 결말ㅠㅠ 토이스토리4 또 보고싶네요  ","최상순(css5****)","2019.07.03 02:38"
"667","10","개비개비 감정선 연기 개 쩐다  ","Luke(vere****)","2019.07.03 02:14"
"668","10","관람객정말 마지막편인거 같아서 아쉽긴 하지만 우디다운 삶을 찾은거 같아요^^  ","사천댁(knin****)","2019.07.03 01:28"
"669","10","토이스토리4는  24년간  감동과 웃음을  선물해 준  귀한 영화였다.  ","리틀킹(jesu****)","2019.07.03 01:25"
"670","10","관람객완벽했어요. 꼭 보세요. 보기드문 대작!!!  ","바다처럼(myda****)","2019.07.03 01:18"
"671","10","최고의 영화였어요영원히 우리 마음속에 우디는 함께 할꺼에요  ","재원맘(joon****)","2019.07.03 00:50"
"672","10","메인빌런이 보니네. 우디를 안챙기다니  ","UtopiaN(ehrb****)","2019.07.03 00:19"
"673","10","관람객보니가 여자아이라서 그런지 보안관 우디에게 정이없어보여 보는내내 짠했지만 새 삶을가진 우디 무한한 세계로!  ","jea(jvel****)","2019.07.02 23:36"
"674","10","굳이 날 좋아해주지 않는 사람을 위해 헌신하고 매달릴 필요 없음.  ","여땅(dudb****)","2019.07.02 23:12"
"675","10","우디의 새로운 출발을 응원합니다!분명히 다시 더 멋진 시간이 세상이 펼쳐질거에요. 화이팅입니다! !^^♡  ","세상을보는따뜻한시선(dlhw****)","2019.07.02 22:25"
"676","10","관람객아이랑 보기 최고인 영화  ","꿈공장장(laph****)","2019.07.02 22:24"
"677","10","우디야 행복해라..ㅋ  ","라어니냐(johl****)","2019.07.02 22:11"
"678","10","관람객역시 토이스토리!!!아이와 함께 즐거운 영화  ","qlql****","2019.07.02 21:59"
"679","10","알럽 폴키 ㅋ 우디가 보핍따라갈떄 너무 슬픈것 애들이랑헤어져서ㅜ  ","봉봉이(eptm****)","2019.07.02 21:05"
"680","10","관람객진짜 잼씀 삶의 목적을 생각해봄  ","가(cksg****)","2019.07.02 20:53"
"681","10","관람객장난감에 감정이입돼서 눈물이 찔끔...잊혀진다는건  슬프네요..  ","꼬꼬(thsa****)","2019.07.02 15:16"
"682","10","너무 애기영화 아닐까 하는 내 예전 걱정을 다 지워주고 진짜 오랫만에 영화 보면서 펑펑 울었다 ㅠㅠ  ","가영(dhrk****)","2019.07.02 12:24"
"683","10","앤디는 대학교에 따라갔어야 했나  ","권은석(eskw****)","2019.07.02 08:35"
"684","10","최고다 다시보고싶다 ㅠㅠ  ","빵(tae9****)","2019.07.02 06:49"
"685","10","그냥 개개개개존잼 이렇게 빵터지면서 본 영화는 오랜만이었다  ","모모찌(dawu****)","2019.07.02 06:18"
"686","10","관람객너무 재밌어요ㅎㅎㅎ 다음편도 나왔으면 좋겠어요 ㅜㅜ  ","앨리스(kwon****)","2019.07.02 04:52"
"687","10","관람객안녕 우디.... ㅠㅠ  ","ahrthfl(kind****)","2019.07.02 04:16"
"688","10","개비개비 넘조좋아 포키는 넘 귀여으리ㅎㅎ  ","폴로(chri****)","2019.07.02 03:31"
"689","10","관람객시간가는줄몰랐음ㅋ 너무재밌었어요 중간중간 웃음 포인트도 너무 많았고 보는내내 즐거우ㅝㅆ어요  ","yuki****","2019.07.02 03:21"
"690","10","평식이 뷰우웅쉬위이인  ","슬림셰디(hyun****)","2019.07.02 01:12"
"691","10","관람객5살아이도 재미있게 봤어요  ","fist****","2019.07.02 00:20"
"692","10","우디야 너는 장난감들의 영웅이자 아이들의 최고의장난감이야 모두에게 행복을 줘서 고마워 우리 옌탤에게도 말야~~^^곧 내가 너의 주인이 되어줄게  ","패션버프(sdsn****)","2019.07.02 00:09"
"693","10","우디-버즈는 어디에 ㅜㅠ  ","소설같은세상(wls0****)","2019.07.02 00:08"
"694","10","관람객아이가 엄첨 좋아했어요~~~  ","바라기맘(sera****)","2019.07.01 23:17"
"695","10","나의 포키 사랑해 트레쉬  ","복승호(kohe****)","2019.07.01 22:46"
"696","10","토이스토리는 역시 감동과 웃음의 도가니!  ","etihad(etha****)","2019.07.01 21:58"
"697","10","토이스토리는 역시 최고~ 어른들이 봐야할 영화  ","tree(gene****)","2019.07.01 21:48"
"698","10","관람객ㅠㅡㅜ 진짜 눈물 광광 났던 영화입니다 ㅠㅠ?? 최고에요  ","지은(perf****)","2019.07.01 21:06"
"699","10","눈물났어여 ㅠㅠ 전편도 다 좋았지만 이번편이 정말 뭉클하는 뭔가가 있었음..  ","정푸른(0311****)","2019.07.01 21:05"
"700","10","관람객토이스토리 전작들이 궁금해졌다  ","AUNK(mkor****)","2019.07.01 20:41"
"701","10","장난감들의 눈빛연기에 울뻔함  ","조석문하생(okok****)","2019.07.01 19:42"
"702","10","관람객우디 챙겨줘....ㅜㅜ  ","이영주(layj****)","2019.07.01 19:30"
"703","10","관람객개비개비 등장할때마다 재밌었음  ","스윙(s_ra****)","2019.07.01 19:30"
"704","10","관람객너무 재밌게 봤습니다ㅠ  ","강림(m242****)","2019.07.01 18:50"
"705","10","개비개비가 새로운 주인한테 픽당할때 눈물한바가지..듀크 카붐이 키아누였다니..>ㅅ<다시보러가야지!!  ","달하노피곰도다샤(minz****)","2019.07.01 18:28"
"706","10","캐릭터 하나하나 정말로 생동감 넘치고 마지막까지 일어나지 못하게 웃음을 숨겨두어서 정말 재미있게  봤네요  ","언제나 맑음(nigj****)","2019.07.01 17:43"
"707","10","관람객4편중 제일 코믹했어요  ","wona****","2019.07.01 17:30"
"708","10","우디와 버즈 모두가 장난감이 아니라 친구였다는걸 다시한번 느낀영화.  ","정충인(jci1****)","2019.07.01 17:13"
"709","10","관람객이제   우디와   보의   세계일주   기대해봅니다   ㅋㅋ  ","hmg(monf****)","2019.07.01 16:06"
"710","10","앤디가 이 사실 알면 피가 거꾸로 솟을 듯  ","라엘(miso****)","2019.07.01 15:49"
"711","10","관람객보가 최고로 멋지다!!!  ","릴라(abie****)","2019.07.01 15:45"
"712","10","감동적인스토리, 토이스토리시리즈중 제일 재밌다!!  ","도라에몽(jeoo****)","2019.07.01 15:27"
"713","10","관람객재미와 감동 두마리 토끼를 모두 잡았습니다~  ","jdsm****","2019.07.01 13:42"
"714","10","관람객너무 슬프고 행복했음ㅠㅠㅠ  ","333(chiz****)","2019.07.01 13:22"
"715","10","관람객제 인생애니~~~토이스토리 1ㆍ2ㆍ3를 100번은 다시 보기한 사람이라~~~가슴 떨리게 기다렸던~~보는내내 정말 너무너무 행복한 시간이였습니다.  최고중에 최고였어요  ","율박스(kuri****)","2019.07.01 13:18"
"716","10","관람객아니 장난감도 연애하는데 왜 난 못하고 있는거냐  ","Ark(arcr****)","2019.07.01 13:06"
"717","10","19세기 디즈니에 미키마우스가 있다면 21세기 픽사엔 우디와 버즈가 있다!!  ","모모키노(isin****)","2019.07.01 09:57"
"718","10","보는 내내 행복했어요!  ","이다경(dk03****)","2019.07.01 07:52"
"719","10","저의 인생영화고요 이 영화 볼거면 123편다보고 보는것을 추천드려요.그러면 눈물이 날것입니다.  ","황현민(prej****)","2019.07.01 07:46"
"720","10","토이스토리1부터4까지 봤는데 우디의 상황판단과 작전기획은 특수부대 급이지 않을까 싶다...  ","amatras(cryc****)","2019.07.01 06:29"
